word,valence,arousal,dominance
rack,-0.7,-0.4,-0.3
radar,0.6,0.1,0.2
radiance,0.5333,0.4,0.3333
radiant,0.8,0.6,0.5
radiation,-0.5,0.7,-0.5
radioactive,-0.5,0.7,-0.5
radon,-0.5,0.7,-0.5
raffle,0.25,0.6,0.1
rage,-0.7,0.7,0.5
raging,-0.6,0.5,-0.1333
rags,-0.6,0.1,-0.4
raid,-0.3,0.7,-0.0333
rail,-0.25,0.6,0.4
rainy,-0.7,-0.4,-0.3
ram,-0.25,0.6,0.4
rampage,-0.6,0.7,0.0
rancid,-0.6,0.1,-0.4
randomly,0.3,0.7,-0.1
ranger,0.6,0.1,0.2
ransom,-0.6,0.7,0.0
rape,-0.625,0.275,-0.175
rapid,0.3,0.7,-0.1
rapping,-0.7,0.7,0.5
rapt,0.5667,0.4667,0.2
raptors,-0.5,0.7,-0.5
rapture,0.5,0.55,0.4
rarity,0.3,0.7,-0.1
rascal,-0.6,0.5,-0.1333
rash,-0.6,0.1,-0.4
rat,-0.55,0.4,-0.45
ratify,0.6,0.1,0.2
rating,-0.6333,0.3333,-0.1
rational,0.6,0.1,0.2
rattlesnake,-0.5,0.7,-0.5
rave,0.08,0.44,0.14
ravenous,-0.6333,0.3333,-0.1
ravine,-0.5,0.7,-0.5
raving,0.02,0.64,0.14
razor,-0.5,0.7,-0.5
react,-0.6,0.7,0.0
readiness,0.5333,0.4,0.3333
ready,0.2,0.5,0.3
real,0.6,0.1,0.2
reappear,0.3,0.7,-0.1
reassurance,0.6,0.1,0.2
reassure,0.6,0.1,0.2
rebel,-0.6,0.7,0.0
rebellion,-0.6,0.5,-0.1333
recalcitrant,-0.65,0.4,0.05
receiving,0.4333,0.6,0.2333
recesses,-0.5,0.7,-0.5
recession,-0.625,0.275,-0.175
recidivism,-0.6667,0.1333,-0.0667
recipient,0.2,0.5,0.3
reckless,-0.6,0.7,0.0
recklessness,-0.375,0.55,-0.125
recline,0.6,0.1,0.2
recognizable,0.2,0.5,0.3
recombination,0.2,0.5,0.3
recommend,0.6,0.1,0.2
reconciliation,0.5333,0.4,0.3333
reconsideration,0.6,0.1,0.2
reconstruct,0.2,0.5,0.3
reconstruction,0.2,0.5,0.3
recreation,0.5,0.55,0.4
recreational,0.5,0.55,0.4
recruits,0.6,0.1,0.2
recurrent,0.2,0.5,0.3
referee,0.6,0.1,0.2
reflex,0.3,0.7,-0.1
reflux,-0.6,0.1,-0.4
refugee,-0.7,-0.4,-0.3
refused,-0.7,-0.4,-0.3
refutation,-0.5,0.7,-0.5
regal,0.6,0.1,0.2
regatta,0.2,0.5,0.3
regent,0.6,0.1,0.2
regiment,-0.5,0.7,-0.5
registry,0.6,0.1,0.2
regret,-0.7,-0.4,-0.3
regrettable,-0.7,-0.4,-0.3
regretted,-0.7,-0.4,-0.3
regretting,-0.7,-0.4,-0.3
regularity,0.4,0.3,0.25
regulatory,-0.5,0.7,-0.5
regurgitation,-0.6,0.1,-0.4
rehabilitation,0.2,0.5,0.3
reimbursement,0.6,0.1,0.2
reinforcement,0.6,0.1,0.2
reinforcements,0.6,0.1,0.2
reject,-0.6333,0.3333,-0.1
rejection,-0.625,0.275,-0.175
rejects,-0.6333,0.3333,-0.1
rejoice,0.475,0.475,0.225
rejoicing,0.4333,0.6,0.2333
rekindle,0.2,0.625,0.05
relapse,-0.6,0.15,-0.4
related,0.6,0.1,0.2
relative,0.6,0.1,0.2
relevant,0.6,0.1,0.2
reliability,0.6,0.1,0.2
reliable,0.6,0.1,0.2
reliance,0.6,0.1,0.2
relics,-0.7,-0.4,-0.3
religion,0.6,0.1,0.2
reluctant,-0.5,0.7,-0.5
remains,-0.1667,0.3,-0.2333
remand,-0.7,0.7,0.5
remarkable,0.5667,0.4667,0.2
remedy,0.5333,0.4,0.3333
remiss,-0.6667,0.1333,-0.0667
remorse,-0.7,-0.4,-0.3
remove,-0.6333,0.3333,-0.1
renegade,-0.7,0.7,0.5
renounce,-0.7,0.7,0.5
renovate,0.2,0.5,0.3
renovation,0.5,0.55,0.4
reparation,0.6,0.1,0.2
repay,0.225,0.475,0.375
repellant,-0.55,0.4,-0.45
repellent,-0.6,0.5,-0.1333
repelling,-0.6,0.1,-0.4
repent,-0.5,0.7,-0.5
reporter,0.6,0.1,0.2
representing,0.2,0.5,0.3
repress,-0.7,-0.4,-0.3
repression,-0.5,0.7,-0.5
reprimand,-0.7,0.7,0.5
reprisal,-0.6333,0.3333,-0.1
reproach,-0.6667,0.1333,-0.0667
reproductive,0.8,0.6,0.5
repudiation,-0.65,0.4,0.05
repulsion,-0.55,0.4,-0.45
reputable,0.6,0.1,0.2
requiem,-0.7,-0.4,-0.3
rescue,0.475,0.475,0.225
resection,-0.5,0.7,-0.5
resent,-0.7,0.7,0.5
resentful,-0.7,0.7,0.5
resentment,-0.6667,0.1333,-0.0667
resign,-0.625,0.275,-0.175
resignation,-0.2,0.15,-0.2
resigned,-0.7,-0.4,-0.3
resistance,-0.7,0.7,0.5
resistant,-0.5,0.7,-0.5
resisting,-0.6333,0.3333,-0.1
resources,0.7,0.35,0.35
respect,0.5333,0.4,0.3333
respectable,0.6,0.1,0.2
respectful,0.6,0.1,0.2
respects,0.6,0.1,0.2
respite,0.7,0.35,0.35
resplendent,0.8,0.6,0.5
responsible,0.6,0.1,0.2
responsive,0.4,0.3,0.25
restitution,-0.7,0.7,0.5
restlessness,0.2,0.5,0.3
restorative,0.5333,0.4,0.3333
restrain,-0.6,0.7,0.0
restrained,-0.5,0.7,-0.5
restrict,-0.7,-0.4,-0.3
restriction,-0.6333,0.3333,-0.1
result,0.2,0.5,0.3
resultant,0.2,0.5,0.3
retain,0.6,0.1,0.2
retaliate,-0.7,0.7,0.5
retaliation,-0.6,0.7,0.0
retaliatory,-0.7,0.7,0.5
retard,-0.6,0.1333,-0.4
reticent,-0.5,0.7,-0.5
retirement,0.08,0.3,0.04
retract,-0.7,0.7,0.5
retrenchment,-0.5,0.7,-0.5
retribution,-0.6333,0.3333,-0.1
reunion,0.4,0.3,0.25
revel,0.8,0.6,0.5
revels,0.8,0.6,0.5
revenge,-0.175,0.65,0.05
revere,0.5333,0.4,0.3333
reverence,0.7,0.35,0.35
reverend,0.8,0.6,0.5
reverie,0.7,0.35,0.35
reversal,-0.3333,0.5,-0.0
revival,0.5333,0.4,0.3333
revive,0.2,0.5,0.3
revoke,-0.625,0.275,-0.175
revolt,-0.2,0.7,0.2
revolting,-0.6,0.5,-0.1333
revolution,-0.28,0.44,-0.02
revolver,-0.6333,0.3333,-0.1
revulsion,-0.6,0.5,-0.1333
reward,0.475,0.475,0.225
rheumatism,-0.6333,0.3333,-0.1
rhythmical,0.55,0.65,0.2
ribbon,0.1,0.6,0.4333
riddle,0.3,0.7,-0.1
ridicule,-0.6667,0.1333,-0.0667
ridiculous,-0.65,0.4,0.05
rifle,-0.6,0.7,0.0
rigor,-0.55,0.4,-0.45
ringer,-0.7,0.7,0.5
riot,-0.6,0.7,0.0
riotous,-0.3,0.7,-0.0333
ripen,0.2,0.5,0.3
rising,0.5,0.55,0.4
risk,-0.15,0.6,-0.1
risky,-0.15,0.6,-0.1
rivalry,-0.7,0.7,0.5
roadster,0.7,0.35,0.35
rob,-0.625,0.275,-0.175
robber,-0.55,0.4,-0.45
robbery,-0.625,0.275,-0.175
rocket,-0.7,0.7,0.5
rod,0.05,0.4,-0.15
rogue,-0.6,0.1,-0.4
rollicking,0.8,0.6,0.5
romance,0.1167,0.3667,0.0167
romantic,0.5333,0.4,0.3333
romanticism,0.8,0.6,0.5
romp,0.8,0.6,0.5
rook,-0.65,0.4,0.05
rooted,0.6,0.1,0.2
rot,-0.6,0.1333,-0.4
rota,0.6,0.1,0.2
rotting,-0.6,0.1,-0.4
roulette,0.2,0.5,0.3
routine,0.6,0.1,0.2
row,-0.7,0.7,0.5
rubbish,-0.6,0.1,-0.4
rubble,-0.6,0.15,-0.4
rue,-0.7,-0.4,-0.3
ruin,-0.6,0.15,-0.4
ruined,-0.625,0.275,-0.175
ruinous,-0.625,0.275,-0.175
rule,0.05,0.4,-0.15
rumor,-0.7,-0.4,-0.3
runaway,-0.7,-0.4,-0.3
rupture,-0.3,0.3333,-0.3
ruthless,-0.6,0.5,-0.1333
saber,-0.6,0.7,0.0
sabotage,-0.44,0.36,-0.16
sacrifices,-0.6,0.1333,-0.4
sadly,-0.7,-0.4,-0.3
sadness,-0.05,-0.15,-0.05
safe,0.7,0.35,0.35
safeguard,0.6,0.1,0.2
safekeeping,0.6,0.1,0.2
sag,-0.5,0.7,-0.5
sage,0.6,0.1,0.2
saint,0.475,0.475,0.225
saintly,0.475,0.475,0.225
salary,0.5333,0.4,0.3333
saliva,0.2,0.5,0.3
sally,0.3,0.7,-0.1
saloon,-0.7,0.7,0.5
salutary,0.7,0.35,0.35
salute,0.8,0.6,0.5
salvation,0.5333,0.4,0.3333
samurai,-0.5,0.7,-0.5
sanctification,0.7,0.35,0.35
sanctify,0.24,0.3,0.12
sanctuary,0.5333,0.4,0.3333
sap,-0.7,-0.4,-0.3
sappy,0.6,0.1,0.2
sarcasm,-0.6667,0.1333,-0.0667
sarcoma,-0.6,0.15,-0.4
satanic,-0.7,0.7,0.5
satisfied,0.8,0.6,0.5
saturated,-0.6,0.1,-0.4
savage,-0.6,0.7,0.0
savagery,-0.6,0.7,0.0
save,0.7,0.35,0.35
savor,0.06,0.18,0.06
scaffold,-0.5,0.7,-0.5
scalpel,-0.5,0.7,-0.5
scandal,-0.5,0.7,-0.5
scandalous,-0.7,0.7,0.5
scapegoat,-0.6,0.7,0.0
scar,-0.625,0.275,-0.175
scarce,-0.6,0.15,-0.4
scarcely,-0.7,-0.4,-0.3
scarcity,-0.6333,0.3333,-0.1
scare,-0.175,0.65,0.05
scarecrow,-0.5,0.7,-0.5
sceptical,0.6,0.1,0.2
schism,-0.7,0.7,0.5
schizophrenia,-0.625,0.275,-0.175
scholarship,0.8,0.6,0.5
school,0.6,0.1,0.2
scientific,0.6,0.1,0.2
scientist,0.4,0.3,0.25
scoff,-0.65,0.4,0.05
scold,-0.625,0.275,-0.175
scolding,-0.7,0.7,0.5
scorching,-0.7,0.7,0.5
score,0.4333,0.6,0.2333
scorn,-0.7,0.7,0.5
scorpion,-0.375,0.55,-0.125
scoundrel,-0.3,0.4,-0.05
scourge,-0.6333,0.3333,-0.1
scrapie,-0.6333,0.3333,-0.1
scream,-0.375,0.55,-0.125
screaming,-0.6,0.5,-0.1333
screech,-0.1,0.7,-0.3
screwed,-0.7,0.7,0.5
scrimmage,0.3,0.7,-0.1
scripture,0.6,0.1,0.2
scrub,-0.6,0.1,-0.4
scrutinize,0.2,0.5,0.3
scum,-0.6,0.1,-0.4
seal,0.6,0.1,0.2
seals,0.6,0.1,0.2
secluded,-0.7,-0.4,-0.3
seclusion,-0.5,0.7,-0.5
secrecy,0.45,0.4,0.05
secret,0.6,0.1,0.2
secrete,-0.6,0.1,-0.4
secretion,-0.6,0.1,-0.4
sectarian,-0.6,0.7,0.0
secular,0.2,0.5,0.3
securities,0.6,0.1,0.2
sedition,-0.7,0.15,0.1
seductive,0.2,0.5,0.3
seek,0.2,0.5,0.3
segregate,-0.6667,0.1333,-0.0667
seize,-0.5,0.7,-0.5
seizure,-0.5,0.7,-0.5
selfish,-0.65,0.4,0.05
senate,0.6,0.1,0.2
senile,-0.6,0.15,-0.4
seniority,0.6,0.1,0.2
sensational,0.8,0.6,0.5
senseless,-0.44,0.36,-0.16
sensual,0.475,0.475,0.225
sensuality,0.5,0.55,0.4
sensuous,0.8,0.6,0.5
sentence,-0.46,0.32,-0.08
sentinel,0.6,0.1,0.2
sentry,0.6,0.1,0.2
separatist,-0.65,0.4,0.05
sepsis,-0.6,0.15,-0.4
septic,-0.6,0.1,-0.4
sequel,0.2,0.5,0.3
sequestration,-0.7,-0.4,-0.3
serene,0.6,0.1,0.2
serenity,0.5333,0.4,0.3333
serial,0.2,0.5,0.3
series,0.6,0.1,0.2
seriousness,-0.6,0.15,-0.4
sermon,0.6,0.1,0.2
serpent,-0.55,0.4,-0.45
servant,0.6,0.1,0.2
serve,0.6,0.1,0.2
servile,-0.6,0.1333,-0.4
setback,-0.7,-0.4,-0.3
settlor,-0.5,0.7,-0.5
severance,-0.7,-0.4,-0.3
sewage,-0.6,0.1,-0.4
sewer,-0.6,0.1,-0.4
sewerage,-0.6,0.1,-0.4
sex,0.5333,0.4,0.3333
shabby,-0.6,0.1,-0.4
shack,-0.65,-0.15,-0.35
shackle,-0.46,0.32,-0.08
shady,-0.5,0.7,-0.5
shaking,-0.5,0.7,-0.5
shaky,-0.3333,0.6333,0.1
sham,-0.65,0.4,0.05
shame,-0.6,0.1333,-0.4
shameful,-0.7,-0.4,-0.3
shameless,-0.6,0.1,-0.4
shanghai,-0.55,0.4,-0.45
shank,-0.5,0.7,-0.5
share,0.5333,0.4,0.3333
sharpen,-0.25,0.6,0.4
shatter,-0.4,0.425,-0.1
shattered,-0.7,-0.4,-0.3
shell,-0.4,0.425,-0.1
shelter,0.6,0.1,0.2
shepherd,0.6,0.1,0.2
sheriff,0.6,0.1,0.2
shining,0.5,0.55,0.4
ship,0.2,0.5,0.3
shipwreck,-0.6,0.15,-0.4
shit,-0.65,0.4,0.05
shiver,-0.425,0.375,0.0
shock,-0.3,0.7,-0.0333
shockingly,0.3,0.7,-0.1
shoddy,-0.65,0.4,0.05
shoot,-0.6,0.7,0.0
shooter,-0.5,0.7,-0.5
shooting,-0.6,0.7,0.0
shopkeeper,0.6,0.1,0.2
shoplifting,-0.65,0.4,0.05
shopping,0.475,0.475,0.225
shortage,-0.6333,0.3333,-0.1
shortly,0.2,0.5,0.3
shot,-0.4,0.425,-0.1
shoulder,0.6,0.1,0.2
shout,-0.2,0.7,0.2
shove,-0.7,0.7,0.5
show,0.6,0.1,0.2
shrapnel,-0.5,0.7,-0.5
shriek,-0.4,0.425,-0.1
shrill,-0.3,0.7,-0.0333
shrink,-0.6,0.15,-0.4
shroud,-0.7,-0.4,-0.3
shudder,-0.5,0.7,-0.5
shun,-0.6667,0.1333,-0.0667
sib,0.6,0.1,0.2
sick,-0.65,-0.15,-0.35
sickening,-0.625,0.275,-0.175
sickly,-0.65,-0.15,-0.35
sickness,-0.6,0.1333,-0.4
signature,0.6,0.1,0.2
signify,0.2,0.5,0.3
silly,0.8,0.6,0.5
simmer,-0.25,0.6,0.4
simmering,0.2,0.5,0.3
simplify,0.475,0.475,0.225
sin,-0.625,0.275,-0.175
sincere,0.6,0.1,0.2
sinful,-0.625,0.275,-0.175
sing,0.225,0.2,0.175
singularly,0.3,0.7,-0.1
sinister,-0.6,0.5,-0.1333
sinner,-0.625,0.275,-0.175
sinning,-0.6,0.1,-0.4
sir,0.6,0.1,0.2
siren,-0.5,0.7,-0.5
sisterhood,-0.125,0.275,0.075
sizzle,-0.7,0.7,0.5
skewed,-0.25,0.6,0.4
skid,-0.6333,0.3333,-0.1
skillful,0.6,0.1,0.2
skirmish,-0.7,0.7,0.5
slam,-0.3,0.7,-0.0333
slander,-0.65,0.4,0.05
slap,-0.2,0.7,0.2
slash,-0.7,0.7,0.5
slaughter,-0.44,0.36,-0.16
slaughterhouse,-0.625,0.275,-0.175
slaughtering,-0.44,0.36,-0.16
slave,-0.6333,0.3333,-0.1
slavery,-0.625,0.275,-0.175
slay,-0.7,0.7,0.5
slayer,-0.44,0.36,-0.16
slime,-0.6,0.1,-0.4
slimy,-0.6,0.1,-0.4
slip,0.3,0.7,-0.1
slop,-0.6,0.1,-0.4
sloppy,-0.6,0.1,-0.4
sloth,-0.6,0.1,-0.4
sludge,-0.6,0.1,-0.4
slug,-0.6,0.1,-0.4
sluggish,-0.7,-0.4,-0.3
slum,-0.6,0.1,-0.4
slump,-0.7,-0.4,-0.3
slur,-0.6667,0.1333,-0.0667
slush,-0.15,0.4,-0.25
slut,-0.65,0.4,0.05
sly,-0.6,0.5,-0.1333
smack,-0.7,0.7,0.5
smash,-0.6,0.7,0.0
smell,-0.65,0.4,0.05
smelling,-0.6,0.1,-0.4
smile,0.5667,0.4667,0.2
smiling,0.8,0.6,0.5
smite,-0.6333,0.3333,-0.1
smith,0.6,0.1,0.2
smother,-0.7,0.7,0.5
smuggle,-0.5,0.7,-0.5
smuggler,-0.6,0.5,-0.1333
smut,-0.55,0.4,-0.45
snag,0.3,0.7,-0.1
snake,-0.55,0.4,-0.45
snare,-0.5,0.7,-0.5
snarl,-0.65,0.4,0.05
snarling,-0.7,0.7,0.5
sneak,-0.3,0.7,-0.0333
sneaking,0.1,0.4333,0.0
sneer,-0.65,0.4,0.05
sneeze,-0.15,0.4,-0.25
snort,-0.7,-0.4,-0.3
sob,-0.7,-0.4,-0.3
sobriety,0.6,0.1,0.2
socialism,-0.55,0.4,-0.45
socialist,-0.625,0.275,-0.175
soil,-0.6,0.1,-0.4
soiled,-0.6,0.1,-0.4
soldier,-0.7,0.15,0.1
solidarity,0.6,0.1,0.2
solidity,0.6,0.1,0.2
somatic,0.3,0.7,-0.1
somber,-0.7,-0.4,-0.3
sonar,0.2,0.5,0.3
sonnet,0.05,0.1,0.1
sonorous,0.8,0.6,0.5
soot,-0.6,0.1,-0.4
soothing,0.7,0.35,0.35
sorcery,0.0,0.6333,-0.1
sordid,-0.625,0.275,-0.175
sore,-0.7,0.15,0.1
sorely,-0.7,-0.4,-0.3
soreness,-0.65,-0.15,-0.35
sorrow,-0.6,0.15,-0.4
sorrowful,-0.7,-0.4,-0.3
sortie,-0.5,0.7,-0.5
soulless,-0.6,0.1333,-0.4
soulmate,-0.5,0.7,-0.5
soundness,0.5333,0.4,0.3333
sour,-0.6,0.1,-0.4
sovereign,0.6,0.1,0.2
spa,0.475,0.475,0.225
spaniel,0.7,0.35,0.35
spank,-0.6333,0.3333,-0.1
spanking,-0.7,0.7,0.5
sparkle,0.4333,0.6,0.2333
spasm,-0.5,0.7,-0.5
spat,-0.7,0.7,0.5
spear,-0.3333,0.6333,0.1
special,0.8,0.6,0.5
specialist,0.6,0.1,0.2
specialize,0.6,0.1,0.2
speck,-0.6,0.1,-0.4
spectacular,0.25,0.6,0.1
specter,-0.6,0.15,-0.4
speculation,-0.6,0.15,-0.4
speculative,0.2,0.5,0.3
spew,-0.6,0.1,-0.4
spider,-0.55,0.4,-0.45
spike,-0.5,0.7,-0.5
spine,-0.7,0.7,0.5
spinster,-0.6,0.15,-0.4
spirits,0.4333,0.6,0.2333
spit,-0.6,0.1,-0.4
spite,-0.7,0.7,0.5
spiteful,-0.7,0.7,0.5
splash,0.3,0.7,-0.1
splendid,0.55,0.65,0.2
splendor,0.4333,0.6,0.2333
splitting,-0.7,-0.4,-0.3
spoil,-0.6,0.1,-0.4
spoiler,-0.7,-0.4,-0.3
spokesman,0.6,0.1,0.2
sponsor,0.6,0.1,0.2
spook,-0.5,0.7,-0.5
spotless,0.6,0.1,0.2
spouse,0.7,0.35,0.35
sprain,-0.7,-0.4,-0.3
sprite,-0.5,0.7,-0.5
spur,-0.5,0.7,-0.5
spurious,-0.6,0.1,-0.4
squall,-0.6,0.15,-0.4
squeamish,-0.55,0.4,-0.45
squelch,-0.65,0.4,0.05
squirm,-0.6,0.1,-0.4
stab,-0.4,0.425,-0.1
stable,0.6,0.1,0.2
stagger,0.3,0.7,-0.1
stagnant,-0.7,-0.4,-0.3
stain,-0.6,0.1,-0.4
stalemate,-0.65,0.4,0.05
stalk,-0.5,0.7,-0.5
stall,-0.6,0.1,-0.4
stamina,0.6,0.1,0.2
standoff,-0.6,0.7,0.0
standstill,-0.7,0.7,0.5
star,0.5333,0.4,0.3333
stark,0.6,0.1,0.2
starry,0.5,0.55,0.4
start,0.2,0.5,0.3
startle,-0.1,0.7,-0.3
startling,0.3,0.7,-0.1
starvation,-0.6,0.15,-0.4
statement,0.6,0.1,0.2
statistical,0.6,0.1,0.2
steadfast,0.6,0.1,0.2
steady,0.45,0.4,0.05
steal,-0.6333,0.3333,-0.1
stealing,-0.55,0.4,-0.45
stealth,0.3,0.7,-0.1
stealthily,0.3,0.7,-0.1
stealthy,0.0,0.6333,-0.1
sterile,-0.7,-0.4,-0.3
sterling,0.225,0.475,0.375
steward,0.6,0.1,0.2
sticky,-0.6,0.1,-0.4
stifled,-0.6333,0.3333,-0.1
stigma,-0.625,0.275,-0.175
stillborn,-0.7,-0.4,-0.3
stillness,-0.6,0.15,-0.4
sting,-0.6,0.7,0.0
stingy,-0.625,0.275,-0.175
stink,-0.6,0.1,-0.4
stinking,-0.6,0.1,-0.4
stint,-0.6,0.15,-0.4
stolen,-0.7,0.7,0.5
stomach,-0.6,0.1,-0.4
stone,-0.7,0.7,0.5
stools,-0.6,0.1,-0.4
store,0.2,0.5,0.3
storm,-0.7,0.7,0.5
storming,-0.7,0.7,0.5
stormy,-0.5,0.7,-0.5
straightforward,0.6,0.1,0.2
strained,-0.7,0.7,0.5
straits,-0.5,0.7,-0.5
stranger,-0.5,0.7,-0.5
strangle,-0.44,0.36,-0.16
strategist,0.4,0.3,0.25
strength,0.6,0.1,0.2
strengthening,0.7,0.35,0.35
stretcher,-0.6,0.15,-0.4
stricken,-0.7,-0.4,-0.3
strife,-0.7,0.7,0.5
strike,-0.7,0.7,0.5
strip,-0.7,-0.4,-0.3
stripped,-0.46,0.32,-0.08
strive,0.2,0.5,0.3
stroke,-0.6,0.15,-0.4
structural,0.6,0.1,0.2
structure,0.6,0.1,0.2
struggle,-0.6333,0.3333,-0.1
stunned,-0.1,0.7,-0.3
sty,-0.6,0.1,-0.4
subito,0.3,0.7,-0.1
subjected,-0.7,-0.4,-0.3
subjugation,-0.625,0.275,-0.175
sublimation,0.8,0.6,0.5
submit,0.2,0.5,0.3
subordinate,-0.5,0.7,-0.5
subscribe,0.2,0.5,0.3
subsidence,-0.7,-0.4,-0.3
subsidy,-0.65,0.4,0.05
substantiate,0.6,0.1,0.2
subversion,-0.6,0.7,0.0
subversive,-0.2,0.7,0.2
subvert,-0.6,0.1333,-0.4
succeed,0.475,0.475,0.225
succeeding,0.5333,0.4,0.3333
success,0.5,0.55,0.4
successful,0.5333,0.4,0.3333
sucker,-0.7,0.7,0.5
sudden,0.3,0.7,-0.1
suddenly,0.3,0.7,-0.1
sue,-0.7,0.15,0.1
sufferer,-0.6,0.15,-0.4
suffering,-0.6,0.1333,-0.4
suffocating,-0.6,0.1333,-0.4
suffocation,-0.6,0.7,0.0
suggest,0.6,0.1,0.2
suicidal,-0.625,0.275,-0.175
suicide,-0.6333,0.3333,-0.1
sullen,-0.7,0.15,0.1
sultan,-0.5,0.7,-0.5
sump,-0.6,0.1,-0.4
sun,0.475,0.475,0.225
sundial,0.4,0.3,0.25
sunk,-0.6,0.1333,-0.4
sunny,0.4333,0.6,0.2333
sunset,0.2,0.5,0.3
sunshine,0.8,0.6,0.5
superman,0.7,0.35,0.35
superstar,0.7,0.35,0.35
superstition,-0.5,0.7,-0.5
superstitious,-0.15,0.6,-0.1
supplication,0.6,0.1,0.2
supporter,0.7,0.35,0.35
supporting,0.6,0.1,0.2
suppress,-0.6333,0.3333,-0.1
suppression,-0.6,0.5,-0.1333
supremacy,0.1167,0.55,0.15
surcharge,-0.7,0.7,0.5
surety,0.6,0.1,0.2
surge,0.3,0.7,-0.1
surgery,-0.6,0.15,-0.4
surly,-0.65,0.4,0.05
surprise,0.2,0.6667,-0.0333
surprised,0.3,0.7,-0.1
surprising,0.3,0.7,-0.1
surprisingly,0.25,0.6,0.1
surrender,-0.6,0.15,-0.4
surrendering,-0.7,-0.4,-0.3
surrogate,0.6,0.1,0.2
surround,0.2,0.5,0.3
surveillance,-0.5,0.7,-0.5
suspect,-0.5,0.7,-0.5
suspense,0.0,0.6333,-0.1
suspension,-0.5,0.7,-0.5
suspicion,-0.5,0.7,-0.5
suspicious,-0.25,0.6,0.4
swamp,-0.55,0.4,-0.45
swampy,-0.55,0.4,-0.45
swarm,-0.6,0.1,-0.4
swastika,-0.6,0.7,0.0
swear,0.6,0.1,0.2
sweat,-0.5,0.7,-0.5
sweet,0.475,0.475,0.225
sweetheart,0.225,0.2,0.175
sweets,0.5,0.55,0.4
swelling,-0.5,0.7,-0.5
swerve,-0.1,0.7,-0.3
swig,-0.6,0.1,-0.4
swim,0.1667,0.6,0.1
swine,-0.6,0.1,-0.4
symmetry,0.7,0.35,0.35
sympathetic,0.05,0.25,-0.025
sympathize,-0.7,-0.4,-0.3
sympathy,-0.7,-0.4,-0.3
symphony,0.5,0.55,0.4
synchronize,0.475,0.475,0.225
syncope,-0.3,0.3333,-0.3
synergistic,0.6,0.1,0.2
synod,0.6,0.1,0.2
synonymous,0.05,0.4,-0.15
syringe,-0.5,0.7,-0.5
system,0.6,0.1,0.2
taboo,-0.55,0.4,-0.45
tabulate,0.2,0.5,0.3
tackle,-0.2,0.7,0.2
tactics,0.05,0.4,-0.15
taint,-0.7,-0.4,-0.3
talons,-0.6,0.7,0.0
tandem,0.6,0.1,0.2
tantalizing,0.4333,0.6,0.2333
tantamount,0.6,0.1,0.2
tariff,-0.65,0.4,0.05
tarnish,-0.65,-0.15,-0.35
tasteless,-0.6,0.1,-0.4
taught,0.6,0.1,0.2
taunt,-0.6333,0.3333,-0.1
tawny,-0.6,0.1,-0.4
tax,-0.7,-0.4,-0.3
teach,0.5667,0.4667,0.2
teacher,0.6,0.1,0.2
team,0.6,0.1,0.2
tearful,-0.6,0.1333,-0.4
tease,-0.4,0.2667,0.1667
teasing,-0.6,0.7,0.0
teeming,-0.6,0.1,-0.4
temperate,0.6,0.1,0.2
tempest,-0.28,0.44,-0.02
tender,0.7,0.35,0.35
tenderness,0.8,0.6,0.5
tension,-0.7,0.7,0.5
terminal,-0.6,0.15,-0.4
terminate,-0.7,-0.4,-0.3
termination,-0.7,-0.4,-0.3
termite,-0.6,0.1,-0.4
terrible,-0.625,0.275,-0.175
terribly,-0.7,-0.4,-0.3
terrific,-0.7,-0.4,-0.3
terror,-0.5,0.7,-0.5
terrorism,-0.625,0.275,-0.175
terrorist,-0.44,0.36,-0.16
terrorize,-0.6333,0.3333,-0.1
testament,0.4,0.3,0.25
testimony,0.6,0.1,0.2
tetanus,-0.6,0.1,-0.4
thankful,0.8,0.6,0.5
thanksgiving,0.8,0.6,0.5
theft,-0.625,0.275,-0.175
theism,-0.6,0.1,-0.4
theocratic,-0.325,0.275,-0.025
theological,0.6,0.1,0.2
theology,0.2,0.5,0.3
theorem,0.6,0.1,0.2
theory,0.4,0.3,0.25
therapeutic,0.7,0.35,0.35
thermocouple,0.2,0.5,0.3
thermometer,0.6,0.1,0.2
thief,-0.44,0.36,-0.16
thirst,-0.0667,0.2667,-0.0333
thirteenth,-0.5,0.7,-0.5
thorny,-0.5,0.7,-0.5
thought,0.2,0.5,0.3
thoughtful,0.6,0.1,0.2
thoughtless,-0.65,0.4,0.05
thrash,-0.625,0.275,-0.175
threat,-0.6,0.7,0.0
threaten,-0.3333,0.6333,0.1
threatening,-0.6,0.5,-0.1333
thresh,-0.6333,0.3333,-0.1
thrift,0.0,0.1,-0.1
thrill,0.2,0.625,0.05
thrilling,0.4333,0.6,0.2333
thriving,0.5,0.55,0.4
throb,-0.6,0.15,-0.4
throne,0.6,0.1,0.2
throttle,-0.7,0.7,0.5
thug,-0.6,0.5,-0.1333
thump,-0.7,0.7,0.5
thumping,-0.5,0.7,-0.5
thundering,-0.6,0.7,0.0
thwart,0.3,0.7,-0.1
tickle,0.475,0.475,0.225
tiff,-0.7,0.7,0.5
tighten,-0.7,0.7,0.5
time,0.2,0.5,0.3
timid,-0.6,0.15,-0.4
timidity,-0.15,0.6,-0.1
tinsel,0.8,0.6,0.5
tirade,-0.65,0.4,0.05
title,0.6,0.1,0.2
toad,-0.6,0.1,-0.4
